Time[s], Channel 0
0.000000000000000, 1
0.000040000000000, 0
0.001040000000000, 1
0.004040000000000, 0
0.005040000000000, 1
0.006040000000000, 0
0.007040000000000, 1
0.010040000000000, 0
0.011040000000000, 1
0.014040000000000, 0
0.015040000000000, 1
0.016040000000000, 0
0.017040000000000, 1
0.020040000000000, 0
0.021040000000000, 1
0.024040000000000, 0
0.025080000000000, 1
0.026040000000000, 0
0.027080000000000, 1
0.030040000000000, 0
0.031080000000000, 1
0.183200000000000, 0
0.192200000000000, 1
0.197200000000000, 0
0.198200000000000, 1
0.199200000000000, 0
0.200200000000000, 1
0.203200000000000, 0
0.204240000000000, 1
0.207240000000000, 0
0.208240000000000, 1
0.211240000000000, 0
0.212240000000000, 1
0.215240000000000, 0
0.216240000000000, 1
0.219240000000000, 0
0.220240000000000, 1
0.223240000000000, 0
0.224240000000000, 1
0.225240000000000, 0
0.226240000000000, 1
0.227240000000000, 0
0.228240000000000, 1
0.231240000000000, 0
0.232240000000000, 1
0.235240000000000, 0
0.236240000000000, 1
0.239240000000000, 0
0.240240000000000, 1
0.241240000000000, 0
0.242240000000000, 1
0.243240000000000, 0
0.244240000000000, 1
0.247240000000000, 0
0.248280000000000, 1
0.249280000000000, 0
0.250280000000000, 1
0.251280000000000, 0
0.252280000000000, 1
0.253280000000000, 0
0.254280000000000, 1
0.255280000000000, 0
0.256280000000000, 1
0.259280000000000, 0
0.260280000000000, 1
0.261280000000000, 0
0.262280000000000, 1
0.265280000000000, 0
0.266280000000000, 1
0.269280000000000, 0
0.270280000000000, 1
0.273280000000000, 0
0.274280000000000, 1
0.277280000000000, 0
0.278280000000000, 1
0.281280000000000, 0
0.282280000000000, 1
0.285280000000000, 0
0.286280000000000, 1
0.289280000000000, 0
0.290280000000000, 1
0.293280000000000, 0
0.294320000000000, 1
0.295320000000000, 0
0.296320000000000, 1
0.297320000000000, 0
0.298320000000000, 1
0.301320000000000, 0
0.302320000000000, 1
0.305320000000000, 0
0.306320000000000, 1
0.307320000000000, 0
0.308320000000000, 1
0.311320000000000, 0
0.312320000000000, 1
0.315320000000000, 0
0.316320000000000, 1
0.317320000000000, 0
0.318320000000000, 1
0.319320000000000, 0
0.320320000000000, 1
0.321320000000000, 0
0.322320000000000, 1
0.325320000000000, 0
0.326320000000000, 1
0.329320000000000, 0
0.330320000000000, 1
0.333320000000000, 0
0.334320000000000, 1
0.337320000000000, 0
0.338360000000000, 1
0.339360000000000, 0
0.340360000000000, 1
0.341360000000000, 0
0.342360000000000, 1
0.343360000000000, 0
0.344360000000000, 1
0.345360000000000, 0
0.346360000000000, 1
0.349360000000000, 0
0.350360000000000, 1
0.351360000000000, 0
0.352360000000000, 1
0.355360000000000, 0
0.356360000000000, 1
0.357360000000000, 0
0.358360000000000, 1
0.359360000000000, 0
0.360360000000000, 1
0.361360000000000, 0
0.362360000000000, 1
0.363360000000000, 0
0.364360000000000, 1
0.367360000000000, 0
0.368360000000000, 1
0.371360000000000, 0
0.372360000000000, 1
0.373360000000000, 0
0.374360000000000, 1
0.377360000000000, 0
0.378360000000000, 1
0.379360000000000, 0
0.380400000000000, 1
0.381360000000000, 0
0.382400000000000, 1
0.383400000000000, 0
0.384400000000000, 1
0.385400000000000, 0
0.386400000000000, 1
0.389400000000000, 0
0.390400000000000, 1
0.393400000000000, 0
0.394400000000000, 1
0.395400000000000, 0
0.396400000000000, 1
0.399400000000000, 0
0.400400000000000, 1
0.401400000000000, 0
0.402400000000000, 1
0.403400000000000, 0
0.404400000000000, 1
0.405400000000000, 0
0.406400000000000, 1
0.407400000000000, 0
0.408400000000000, 1
0.411400000000000, 0
0.412400000000000, 1
0.415400000000000, 0
0.416400000000000, 1
0.417400000000000, 0
0.418400000000000, 1
0.421400000000000, 0
0.422400000000000, 1
0.423400000000000, 0
0.424440000000000, 1
0.425400000000000, 0
0.426440000000000, 1
0.427440000000000, 0
0.428440000000000, 1
0.429440000000000, 0
0.430440000000000, 1
0.433440000000000, 0
0.434440000000000, 1
0.437440000000000, 0
0.438440000000000, 1
0.441440000000000, 0
0.442440000000000, 1
0.445440000000000, 0
0.446440000000000, 1
0.449440000000000, 0
0.450440000000000, 1
0.453440000000000, 0
0.454440000000000, 1
0.457440000000000, 0
0.458440000000000, 1
0.461440000000000, 0
0.462440000000000, 1
0.465440000000000, 0
0.466440000000000, 1
0.469440000000000, 0
0.470480000000000, 1
0.471440000000000, 0
0.472480000000000, 1
0.473480000000000, 0
0.474480000000000, 1
0.475480000000000, 0
0.476480000000000, 1
0.479480000000000, 0
0.480480000000000, 1
0.483480000000000, 0
0.484480000000000, 1
0.487480000000000, 0
0.488480000000000, 1
0.491480000000000, 0
0.492480000000000, 1
0.493480000000000, 0
0.494480000000000, 1
0.646600000000000, 0
0.655640000000000, 1
0.660640000000000, 0
0.661640000000000, 1
0.662640000000000, 0
0.663640000000000, 1
0.666640000000000, 0
0.667640000000000, 1
0.670640000000000, 0
0.671640000000000, 1
0.674640000000000, 0
0.675640000000000, 1
0.676640000000000, 0
0.677640000000000, 1
0.680640000000000, 0
0.681640000000000, 1
0.682640000000000, 0
0.683640000000000, 1
0.684640000000000, 0
0.685640000000000, 1
0.686640000000000, 0
0.687640000000000, 1
0.690640000000000, 0
0.691680000000000, 1
0.694680000000000, 0
0.695680000000000, 1
0.698680000000000, 0
0.699680000000000, 1
0.700680000000000, 0
0.701680000000000, 1
0.702680000000000, 0
0.703680000000000, 1
0.706680000000000, 0
0.707680000000000, 1
0.708680000000000, 0
0.709680000000000, 1
0.712680000000000, 0
0.713680000000000, 1
0.716680000000000, 0
0.717680000000000, 1
0.720680000000000, 0
0.721680000000000, 1
0.724680000000000, 0
0.725680000000000, 1
0.728680000000000, 0
0.729680000000000, 1
0.732680000000000, 0
0.733680000000000, 1
0.736680000000000, 0
0.737720000000000, 1
0.740720000000000, 0
0.741720000000000, 1
0.744720000000000, 0
0.745720000000000, 1
0.748720000000000, 0
0.749720000000000, 1
0.752720000000000, 0
0.753720000000000, 1
0.756720000000000, 0
0.757720000000000, 1
0.760720000000000, 0
0.761720000000000, 1
0.764720000000000, 0
0.765720000000000, 1
0.768720000000000, 0
0.769720000000000, 1
0.772720000000000, 0
0.773720000000000, 1
0.774720000000000, 0
0.775720000000000, 1
0.776720000000000, 0
0.777720000000000, 1
0.778720000000000, 0
0.779760000000000, 1
0.780720000000000, 0
0.781760000000000, 1
0.784760000000000, 0
0.785760000000000, 1
0.788760000000000, 0
0.789760000000000, 1
0.792760000000000, 0
0.793760000000000, 1
0.796760000000000, 0
0.797760000000000, 1
0.800760000000000, 0
0.801760000000000, 1
0.804760000000000, 0
0.805760000000000, 1
0.808760000000000, 0
0.809760000000000, 1
0.812760000000000, 0
0.813760000000000, 1
0.816760000000000, 0
0.817760000000000, 1
0.820760000000000, 0
0.821760000000000, 1
0.824760000000000, 0
0.825800000000000, 1
0.828800000000000, 0
0.829800000000000, 1
0.832800000000000, 0
0.833800000000000, 1
0.836800000000000, 0
0.837800000000000, 1
0.840800000000000, 0
0.841800000000000, 1
0.844800000000000, 0
0.845800000000000, 1
0.848800000000000, 0
0.849800000000000, 1
0.852800000000000, 0
0.853800000000000, 1
0.856800000000000, 0
0.857800000000000, 1
0.860800000000000, 0
0.861800000000000, 1
0.864800000000000, 0
0.865800000000000, 1
0.868800000000000, 0
0.869840000000000, 1
0.872840000000000, 0
0.873840000000000, 1
0.874840000000000, 0
0.875840000000000, 1
0.876840000000000, 0
0.877840000000000, 1
0.878840000000000, 0
0.879840000000000, 1
0.880840000000000, 0
0.881840000000000, 1
0.884840000000000, 0
0.885840000000000, 1
0.886840000000000, 0
0.887840000000000, 1
0.888840000000000, 0
0.889840000000000, 1
0.892840000000000, 0
0.893840000000000, 1
0.896840000000000, 0
0.897840000000000, 1
0.898840000000000, 0
0.899840000000000, 1
0.900840000000000, 0
0.901840000000000, 1
0.902840000000000, 0
0.903840000000000, 1
0.906840000000000, 0
0.907840000000000, 1
0.910840000000000, 0
0.911840000000000, 1
0.914840000000000, 0
0.915880000000000, 1
0.916880000000000, 0
0.917880000000000, 1
0.920880000000000, 0
0.921880000000000, 1
0.922880000000000, 0
0.923880000000000, 1
0.924880000000000, 0
0.925880000000000, 1
0.926880000000000, 0
0.927880000000000, 1
0.930880000000000, 0
0.931880000000000, 1
0.932880000000000, 0
0.933880000000000, 1
0.934880000000000, 0
0.935880000000000, 1
0.936880000000000, 0
0.937880000000000, 1
0.938880000000000, 0
0.939880000000000, 1
0.942880000000000, 0
0.943880000000000, 1
0.946880000000000, 0
0.947880000000000, 1
0.950880000000000, 0
0.951880000000000, 1
0.954880000000000, 0
0.955880000000000, 1
0.956880000000000, 0
0.957920000000000, 1
0.958880000000000, 0
0.959920000000000, 1
0.960920000000000, 0
0.961920000000000, 1
0.962920000000000, 0
0.963920000000000, 1
0.964920000000000, 0
0.965920000000000, 1
0.966920000000000, 0
0.967920000000000, 1
0.968920000000000, 0
0.969920000000000, 1
0.970920000000000, 0
0.971920000000000, 1
1.974800000000000, 0
1.983840000000000, 1
1.988840000000000, 0
1.989840000000000, 1
1.990840000000000, 0
1.991840000000000, 1
1.992840000000000, 0
1.993840000000000, 1
1.996840000000000, 0
1.997840000000000, 1
2.000840000000000, 0
2.001840000000000, 1
2.004840000000000, 0
2.005840000000000, 1
2.008840000000000, 0
2.009840000000000, 1
2.012840000000000, 0
2.013840000000000, 1
2.014840000000000, 0
2.015840000000000, 1
2.016840000000000, 0
2.017840000000000, 1
2.020840000000000, 0
2.021840000000000, 1
2.024840000000000, 0
2.025880000000000, 1
2.028880000000000, 0
2.029880000000000, 1
2.030880000000000, 0
2.031880000000000, 1
2.032880000000000, 0
2.033880000000000, 1
2.036880000000000, 0
2.037880000000000, 1
2.038880000000000, 0
2.039880000000000, 1
2.042880000000000, 0
2.043880000000000, 1
2.046880000000000, 0
2.047880000000000, 1
2.050880000000000, 0
2.051880000000000, 1
2.052880000000000, 0
2.053880000000000, 1
2.054880000000000, 0
2.055880000000000, 1
2.056880000000000, 0
2.057880000000000, 1
2.060880000000000, 0
2.061880000000000, 1
2.064880000000000, 0
2.065880000000000, 1
2.066880000000000, 0
2.067920000000000, 1
2.068880000000000, 0
2.069920000000000, 1
2.072920000000000, 0
2.073920000000000, 1
2.076920000000000, 0
2.077920000000000, 1
2.080920000000000, 0
2.081920000000000, 1
2.082920000000000, 0
2.083920000000000, 1
2.086920000000000, 0
2.087920000000000, 1
2.090920000000000, 0
2.091920000000000, 1
2.094920000000000, 0
2.095920000000000, 1
2.096920000000000, 0
2.097920000000000, 1
2.100920000000000, 0
2.101920000000000, 1
2.102920000000000, 0
2.103920000000000, 1
2.106920000000000, 0
2.107920000000000, 1
2.110920000000000, 0
2.111920000000000, 1
2.114920000000000, 0
2.115960000000000, 1
2.118960000000000, 0
2.119960000000000, 1
2.122960000000000, 0
2.123960000000000, 1
2.126960000000000, 0
2.127960000000000, 1
2.130960000000000, 0
2.131960000000000, 1
2.134960000000000, 0
2.135960000000000, 1
2.136960000000000, 0
2.137960000000000, 1
2.138960000000000, 0
2.139960000000000, 1
2.142960000000000, 0
2.143960000000000, 1
2.146960000000000, 0
2.147960000000000, 1
2.148960000000000, 0
2.149960000000000, 1
2.150960000000000, 0
2.151960000000000, 1
2.154960000000000, 0
2.155960000000000, 1
2.158960000000000, 0
2.160000000000000, 1
2.163000000000000, 0
2.164000000000000, 1
2.165000000000000, 0
2.166000000000000, 1
2.169000000000000, 0
2.170000000000000, 1
2.173000000000000, 0
2.174000000000000, 1
2.177000000000000, 0
2.178000000000000, 1
2.181000000000000, 0
2.182000000000000, 1
2.183000000000000, 0
2.184000000000000, 1
2.185000000000000, 0
2.186000000000000, 1
2.189000000000000, 0
2.190000000000000, 1
2.193000000000000, 0
2.194000000000000, 1
2.195000000000000, 0
2.196000000000000, 1
2.199000000000000, 0
2.200000000000000, 1
2.203000000000000, 0
2.204040000000000, 1
2.205000000000000, 0
2.206040000000000, 1
2.209040000000000, 0
2.210040000000000, 1
2.213040000000000, 0
2.214040000000000, 1
2.217040000000000, 0
